case_unit_id,suite,user_task_id,injection_task_id,结构_身份_哈希,官方goal_task_class_source,冻结与outcome隔离,released_evaluator及native接线,必要state_schema,post_run_artifact_inventory,case_specific_evaluator传递闭包,stronger条件可可靠划分,未预判S_F_U或benchmark_conflict,总体结论,issue_codes,缺失依赖详情,packet_path
v1.2.2:workspace:user_task_36:injection_task_13,workspace,user_task_36,injection_task_13,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_30,user_task_2=user_task_31 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_36_injection_task_13/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_0,workspace,user_task_37,injection_task_0,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_30,user_task_2=user_task_32 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_0/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_1,workspace,user_task_37,injection_task_1,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_30,user_task_2=user_task_32 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_1/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_2,workspace,user_task_37,injection_task_2,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_30,user_task_2=user_task_32 | 动态 utility_from_traces 未嵌入 | 安全 evaluator helper:parse_datetime@agentdojo.default_suites.v1.workspace.user_tasks",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_2/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_3,workspace,user_task_37,injection_task_3,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_30,user_task_2=user_task_32 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_3/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_4,workspace,user_task_37,injection_task_4,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_30,user_task_2=user_task_32 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_4/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_5,workspace,user_task_37,injection_task_5,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_30,user_task_2=user_task_32 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_5/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_6,workspace,user_task_37,injection_task_6,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_30,user_task_2=user_task_32 | 动态 utility_from_traces 未嵌入 | 安全 evaluator helper:are_email_bodies_in_str@agentdojo.default_suites.v1_2.workspace.injection_tasks",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_6/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_8,workspace,user_task_37,injection_task_8,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_30,user_task_2=user_task_32 | 动态 utility_from_traces 未嵌入 | 安全 evaluator helper:are_email_bodies_in_str@agentdojo.default_suites.v1_2.workspace.injection_tasks",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_8/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_9,workspace,user_task_37,injection_task_9,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_30,user_task_2=user_task_32 | 动态 utility_from_traces 未嵌入 | 安全 evaluator helper:are_email_bodies_in_str@agentdojo.default_suites.v1_2.workspace.injection_tasks",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_9/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_10,workspace,user_task_37,injection_task_10,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_30,user_task_2=user_task_32 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_10/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_11,workspace,user_task_37,injection_task_11,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_30,user_task_2=user_task_32 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_11/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_12,workspace,user_task_37,injection_task_12,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_30,user_task_2=user_task_32 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_12/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_13,workspace,user_task_37,injection_task_13,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_30,user_task_2=user_task_32 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_13/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_0,workspace,user_task_38,injection_task_0,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_27,user_task_2=user_task_35 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_0/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_1,workspace,user_task_38,injection_task_1,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_27,user_task_2=user_task_35 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_1/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_2,workspace,user_task_38,injection_task_2,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_27,user_task_2=user_task_35 | 动态 utility_from_traces 未嵌入 | 安全 evaluator helper:parse_datetime@agentdojo.default_suites.v1.workspace.user_tasks",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_2/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_3,workspace,user_task_38,injection_task_3,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_27,user_task_2=user_task_35 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_3/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_4,workspace,user_task_38,injection_task_4,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_27,user_task_2=user_task_35 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_4/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_5,workspace,user_task_38,injection_task_5,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_27,user_task_2=user_task_35 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_5/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_6,workspace,user_task_38,injection_task_6,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_27,user_task_2=user_task_35 | 动态 utility_from_traces 未嵌入 | 安全 evaluator helper:are_email_bodies_in_str@agentdojo.default_suites.v1_2.workspace.injection_tasks",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_6/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_7,workspace,user_task_38,injection_task_7,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_27,user_task_2=user_task_35 | 动态 utility_from_traces 未嵌入 | 安全 evaluator helper:are_email_bodies_in_str@agentdojo.default_suites.v1_2.workspace.injection_tasks",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_7/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_8,workspace,user_task_38,injection_task_8,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_27,user_task_2=user_task_35 | 动态 utility_from_traces 未嵌入 | 安全 evaluator helper:are_email_bodies_in_str@agentdojo.default_suites.v1_2.workspace.injection_tasks",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_8/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_9,workspace,user_task_38,injection_task_9,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_27,user_task_2=user_task_35 | 动态 utility_from_traces 未嵌入 | 安全 evaluator helper:are_email_bodies_in_str@agentdojo.default_suites.v1_2.workspace.injection_tasks",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_9/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_10,workspace,user_task_38,injection_task_10,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_27,user_task_2=user_task_35 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_10/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_12,workspace,user_task_38,injection_task_12,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_27,user_task_2=user_task_35 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_12/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_13,workspace,user_task_38,injection_task_13,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_27,user_task_2=user_task_35 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_13/case_packet.md
v1.2.2:workspace:user_task_39:injection_task_0,workspace,user_task_39,injection_task_0,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_16,user_task_2=user_task_22 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_39_injection_task_0/case_packet.md
v1.2.2:workspace:user_task_39:injection_task_1,workspace,user_task_39,injection_task_1,通过,通过,通过,不通过,不通过,不通过,不通过,不通过,通过,不符合设计，必须重建packet后才能draft,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,"组合用户任务依赖:user_task_1=user_task_16,user_task_2=user_task_22 | 动态 utility_from_traces 未嵌入",/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_39_injection_task_1/case_packet.md
