cell_id,table_id,paper_label,row_id,column_id,expected_value,rebuilt_value,status,expected_source,normalization_rule
table3:__header__:evidence_supported_claim,table3,tab:main-results-C,__header__,evidence_supported_claim,Evidence-supported leaderboard claim,Evidence-supported leaderboard claim,EXACT_MATCH,frozen table contract checked against paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table3:__header__:native_point_order,table3,tab:main-results-C,__header__,native_point_order,Native point order,Native point order,EXACT_MATCH,frozen table contract checked against paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table3:__header__:separated_pairs,table3,tab:main-results-C,__header__,separated_pairs,Separated pairs,Separated pairs,EXACT_MATCH,frozen table contract checked against paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table3:agentdojo:benchmark,table3,tab:main-results-C,agentdojo,benchmark,AgentDojo,AgentDojo,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table3:agentdojo:evidence_supported_claim,table3,tab:main-results-C,agentdojo,evidence_supported_claim,No strict leaderboard is identified; all three native pairwise orderings overlap under the evidence-supported bounds.,No strict leaderboard is identified; all three native pairwise orderings overlap under the evidence-supported bounds.,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table3:agentdojo:native_point_order,table3,tab:main-results-C,agentdojo,native_point_order,C > D > G,C > D > G,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table3:agentdojo:separated_pairs,table3,tab:main-results-C,agentdojo,separated_pairs,0/3,0/3,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table3:appworld:benchmark,table3,tab:main-results-C,appworld,benchmark,AppWorld,AppWorld,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table3:appworld:evidence_supported_claim,table3,tab:main-results-C,appworld,evidence_supported_claim,All pairs separate after audit; the supported order C > D > G matches the released point-score order.,All pairs separate after audit; the supported order C > D > G matches the released point-score order.,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table3:appworld:native_point_order,table3,tab:main-results-C,appworld,native_point_order,C > D > G,C > D > G,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table3:appworld:separated_pairs,table3,tab:main-results-C,appworld,separated_pairs,3/3,3/3,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table3:miniwob:benchmark,table3,tab:main-results-C,miniwob,benchmark,MiniWoB,MiniWoB,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table3:miniwob:evidence_supported_claim,table3,tab:main-results-C,miniwob,evidence_supported_claim,"All pairs separate after audit; the supported order is C > D > G, not the released C > G = D.","All pairs separate after audit; the supported order is C > D > G, not the released C > G = D.",EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table3:miniwob:native_point_order,table3,tab:main-results-C,miniwob,native_point_order,C > G = D,C > G = D,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table3:miniwob:separated_pairs,table3,tab:main-results-C,miniwob,separated_pairs,3/3,3/3,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table3:tau3_retail:benchmark,table3,tab:main-results-C,tau3_retail,benchmark,τ³,τ³,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table3:tau3_retail:evidence_supported_claim,table3,tab:main-results-C,tau3_retail,evidence_supported_claim,C > G > D; all pairs are separated in the current sample.,C > G > D; all pairs are separated in the current sample.,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table3:tau3_retail:native_point_order,table3,tab:main-results-C,tau3_retail,native_point_order,C > G > D,C > G > D,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table3:tau3_retail:separated_pairs,table3,tab:main-results-C,tau3_retail,separated_pairs,3/3,3/3,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:__header__:benchmark,table6,tab:native-conflict-summary,__header__,benchmark,Benchmark,Benchmark,EXACT_MATCH,frozen table contract checked against paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:__header__:benchmark_conflicts,table6,tab:native-conflict-summary,__header__,benchmark_conflicts,Benchmark conflicts,Benchmark conflicts,EXACT_MATCH,frozen table contract checked against paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:__header__:conflict_type,table6,tab:native-conflict-summary,__header__,conflict_type,Conflict type,Conflict type,EXACT_MATCH,frozen table contract checked against paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:__header__:representative_evidence,table6,tab:native-conflict-summary,__header__,representative_evidence,Representative evidence,Representative evidence,EXACT_MATCH,frozen table contract checked against paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:agentdojo:benchmark,table6,tab:native-conflict-summary,agentdojo,benchmark,AgentDojo,AgentDojo,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:agentdojo:benchmark_conflicts,table6,tab:native-conflict-summary,agentdojo,benchmark_conflicts,4,4,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:agentdojo:conflict_type,table6,tab:native-conflict-summary,agentdojo,conflict_type,C5,C5,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:agentdojo:representative_evidence,table6,tab:native-conflict-summary,agentdojo,representative_evidence,Banking utility accepts an existing $50 Spotify transaction instead of the new $5 difference payment; workspace utility omits an ingredient required by the task text.,Banking utility accepts an existing $50 Spotify transaction instead of the new $5 difference payment; workspace utility omits an ingredient required by the task text.,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:androidworld:benchmark,table6,tab:native-conflict-summary,androidworld,benchmark,AndroidWorld,AndroidWorld,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:androidworld:benchmark_conflicts,table6,tab:native-conflict-summary,androidworld,benchmark_conflicts,2,2,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:androidworld:conflict_type,table6,tab:native-conflict-summary,androidworld,conflict_type,C4,C4,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:androidworld:representative_evidence,table6,tab:native-conflict-summary,androidworld,representative_evidence,Figure 2: the target set is empty while retained non-target rows mention Parmesan; both sampled model records receive released success.,Figure 2: the target set is empty while retained non-target rows mention Parmesan; both sampled model records receive released success.,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:appworld:benchmark,table6,tab:native-conflict-summary,appworld,benchmark,AppWorld,AppWorld,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:appworld:benchmark_conflicts,table6,tab:native-conflict-summary,appworld,benchmark_conflicts,0,0,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:appworld:conflict_type,table6,tab:native-conflict-summary,appworld,conflict_type,None,None,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:appworld:representative_evidence,table6,tab:native-conflict-summary,appworld,representative_evidence,"No benchmark conflict after audit: supervisor.Task updates were task-completion bookkeeping, not business-state changes.","No benchmark conflict after audit: supervisor.Task updates were task-completion bookkeeping, not business-state changes.",EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:miniwob:benchmark,table6,tab:native-conflict-summary,miniwob,benchmark,MiniWoB,MiniWoB,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:miniwob:benchmark_conflicts,table6,tab:native-conflict-summary,miniwob,benchmark_conflicts,2,2,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:miniwob:conflict_type,table6,tab:native-conflict-summary,miniwob,conflict_type,C2,C2,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:miniwob:representative_evidence,table6,tab:native-conflict-summary,miniwob,representative_evidence,find-greatest reports success even though the retained DOM shows a larger unselected card.,find-greatest reports success even though the retained DOM shows a larger unselected card.,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:tau3_retail:benchmark,table6,tab:native-conflict-summary,tau3_retail,benchmark,τ³,τ³,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:tau3_retail:benchmark_conflicts,table6,tab:native-conflict-summary,tau3_retail,benchmark_conflicts,24,24,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:tau3_retail:conflict_type,table6,tab:native-conflict-summary,tau3_retail,conflict_type,C1--C3,C1--C3,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table6:tau3_retail:representative_evidence,table6,tab:native-conflict-summary,tau3_retail,representative_evidence,Missing transfer calls still receive full reward; attempted or semantically wrong exchanges can pass; reward wiring can also fail records supported by task/action evidence.,Missing transfer calls still receive full reward; attempted or semantically wrong exchanges can pass; reward wiring can also fail records supported by task/action evidence.,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:__header__:benchmark,table9,tab:manual-review-summary,__header__,benchmark,Benchmark,Benchmark,EXACT_MATCH,frozen table contract checked against paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:__header__:corrected,table9,tab:manual-review-summary,__header__,corrected,Corrected,Corrected,EXACT_MATCH,frozen table contract checked against paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:__header__:main_findings,table9,tab:manual-review-summary,__header__,main_findings,Main reviewed findings shown in the paper,Main reviewed findings shown in the paper,EXACT_MATCH,frozen table contract checked against paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:__header__:reviewed,table9,tab:manual-review-summary,__header__,reviewed,Reviewed,Reviewed,EXACT_MATCH,frozen table contract checked against paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:agentdojo:benchmark,table9,tab:manual-review-summary,agentdojo,benchmark,AgentDojo,AgentDojo,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:agentdojo:corrected,table9,tab:manual-review-summary,agentdojo,corrected,0,0,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:agentdojo:main_findings,table9,tab:manual-review-summary,agentdojo,main_findings,Paired-arm evidence gaps and native/stronger proxy issues. Representative cases include banking B5/I5 and Slack S12/I5.,Paired-arm evidence gaps and native/stronger proxy issues. Representative cases include banking B5/I5 and Slack S12/I5.,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:agentdojo:reviewed,table9,tab:manual-review-summary,agentdojo,reviewed,14,14,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:androidworld:benchmark,table9,tab:manual-review-summary,androidworld,benchmark,AndroidWorld,AndroidWorld,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:androidworld:corrected,table9,tab:manual-review-summary,androidworld,corrected,6,6,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:androidworld:main_findings,table9,tab:manual-review-summary,androidworld,main_findings,Corrected evaluator-only successes to Unknown when app-specific post-state was not retained; the sampled recipe task exposes two target-set false successes.,Corrected evaluator-only successes to Unknown when app-specific post-state was not retained; the sampled recipe task exposes two target-set false successes.,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:androidworld:reviewed,table9,tab:manual-review-summary,androidworld,reviewed,8,8,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:appworld:benchmark,table9,tab:manual-review-summary,appworld,benchmark,AppWorld,AppWorld,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:appworld:corrected,table9,tab:manual-review-summary,appworld,corrected,12,12,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:appworld:main_findings,table9,tab:manual-review-summary,appworld,main_findings,Corrected 12 scorer/checklist false conflicts caused by supervisor.Task bookkeeping; retained three stronger-only Unknown records for missing final download-folder snapshots.,Corrected 12 scorer/checklist false conflicts caused by supervisor.Task bookkeeping; retained three stronger-only Unknown records for missing final download-folder snapshots.,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:appworld:reviewed,table9,tab:manual-review-summary,appworld,reviewed,15,15,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:miniwob:benchmark,table9,tab:manual-review-summary,miniwob,benchmark,MiniWoB,MiniWoB,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:miniwob:corrected,table9,tab:manual-review-summary,miniwob,corrected,20,20,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:miniwob:main_findings,table9,tab:manual-review-summary,miniwob,main_findings,"Corrected reward-zero unfinished runs, two native false successes, and stronger-only interaction shortcuts. Representative cases include find-greatest, copy-paste, and scroll-text.","Corrected reward-zero unfinished runs, two native false successes, and stronger-only interaction shortcuts. Representative cases include find-greatest, copy-paste, and scroll-text.",EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:miniwob:reviewed,table9,tab:manual-review-summary,miniwob,reviewed,36,36,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:tau3_retail:benchmark,table9,tab:manual-review-summary,tau3_retail,benchmark,τ³,τ³,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:tau3_retail:corrected,table9,tab:manual-review-summary,tau3_retail,corrected,10,10,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:tau3_retail:main_findings,table9,tab:manual-review-summary,tau3_retail,main_findings,"Missing required transfers, reward/action mismatches, one native evidence gap, and stronger-only process/privacy gaps. Representative cases include T50, T26, T10, and T34.","Missing required transfers, reward/action mismatches, one native evidence gap, and stronger-only process/privacy gaps. Representative cases include T50, T26, T10, and T34.",EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
table9:tau3_retail:reviewed,table9,tab:manual-review-summary,tau3_retail,reviewed,53,53,EXACT_MATCH,frozen paper source,"TeX macros are expanded from the frozen paper-source commit; presentation markup is removed while text, values, punctuation, row order, and one-decimal percentage formatting are preserved."
