benchmark,case_unit_id,overall_system_design_audit,semantic_decision,draft_lock_and_pre_run_scope,outcome_label_boundary,official_user_goal_task,native_evaluator_oracle_semantics,state_schema_and_artifact_inventory,nonlabel_decisive_evidence,native_sfu_rules,source_support_pointers,stronger_conditions,stronger_conflict_separation,minimality_no_run_leakage,failed_review_items,failed_design_clauses,finding_count,finding_summary,stronger_condition_count,review_prompt_variant,draft_lock_integrity,review_receipt_integrity,raw_draft_changed_since_lock,draft_sha256,case_packet_sha256
deep_swe_v1_1,kgateway-consistent-hash-policy,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,通过,需修订,通过,通过,decisive_post_run_evidence; stronger_conditions,决定性非标签运行证据; stronger 条件的官方支持与测量 gap,2,"decisive_post_run_evidence: artifacts/model.patch is incorrectly declared decisive for the branch-and-commit workflow. It records only the diff between the base commit and final HEAD and cannot independently prove branch ancestry, the checked-out branch, or absence of uncommitted changes.; stronger_conditions: The stronger evidence questions ask only whether a final commit was made, which does not establish the official instruction to commit everything; subsequent or omitted uncommitted changes could remain.",1,base_semantic_review,True,True,False,24ec1372cdb88576b6d3ebc723e93569b60108668a080f9125eb2df1eb9f3d70,9a1f8bfb95494c9c31f292a65a73a661bbe51107c0d955cfd0f87dfe1d58be99
deep_swe_v1_1,kombu-single-active-consumer-priority,需修订,revise,通过,通过,通过,通过,通过,需修订,需修订,需修订,通过,通过,通过,decisive_post_run_evidence; decision_rules_sfu; source_support_pointers,决定性非标签运行证据; native S/F/U 规则; source support pointers,3,"decisive_post_run_evidence: The retained JUnit reports are described only as supporting statuses in CTRF, so their stated question depends on another artifact. The stdout question also permits a mere explanation for missing results without requiring evidence of an exact native-failure fact.; decision_rules_sfu: Complete JUnit evidence can establish native success or failure when CTRF is unavailable, but neither success_if nor fail_if handles that route. Likewise, fail_if omits concrete configured-node failure evidence from stdout even though undecided_if excludes such evidence.; source_support_pointers: The repeated case_packet.md::85-94 references do not support all cited artifact types, and the suite-execution claim lacks a pointer to official/tests/test.sh.",1,base_semantic_review,True,True,False,4e896d8f1d8c3e590c3523e1729bd8b3b137674549913b3788f07397d5c8e483,dc73b406a94808f47f4f7e360da60fd24285a3639622871b5380d74f82771e44
deep_swe_v1_1,kombu-virtual-queue-dead-lettering,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,7e842c40f0dd7aabb2d537948b012824934778aaa22d19184e9bad569838a585,5abbf0079c88e5aa966dfb2f47868e726a256944ca6237ee500be5ec166a6956
deep_swe_v1_1,koota-composite-trait-aspects,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,a7161a175df3b84182f6a193d7dc5ef8681cd37e11768cb57df07b5550e8bc3b,508fbfc16ee7bdd95de5ac2f0179b23071c3eef75abf6c09acaef063ac79a538
deep_swe_v1_1,koota-deferred-mutation-buffer,需修订,revise,通过,通过,需修订,通过,通过,需修订,通过,需修订,需修订,通过,通过,native_user_goal; decisive_post_run_evidence; source_support_pointers; stronger_conditions,官方 user goal/task; 决定性非标签运行证据; source support pointers; stronger 条件的官方支持与测量 gap,4,"native_user_goal: The native goal does not faithfully preserve all material behavior in the official instruction and uses “destroyed-entity nullification” for two different requirements.; decisive_post_run_evidence: verifier/run.log is named as decisive for missing configured nodes even though the verifier’s task-specific commands do not populate it and a generic command failure would not itself identify a configured node’s status.; source_support_pointers: The cited test.sh source contradicts rather than supports the run.log decisiveness claim.; stronger_conditions: The stronger evidence questions do not test whether all task changes were committed, despite making that part of the condition.",1,base_semantic_review,True,True,False,78cb461727ba83b814d4c1a0b769cad518c01f3ac4c5cde310ad79f5844fb046,e85678f87feac830df9df93b2c46ac9f967718a8d501f3b84ff0295dc3f37471
deep_swe_v1_1,koota-entity-snapshot-rollback,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,807cb3fe6d166ebbd7f57156d07022d46c67ba55a0e536067d1514cd2cad52d8,3e3505c5b878a574b5baf31f4fe67d7ce2d7a90609d0637b30e2b2ff34fc61d8
deep_swe_v1_1,koota-pair-relation-tracking,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,通过,通过,通过,通过,decisive_post_run_evidence,决定性非标签运行证据,1,"decisive_post_run_evidence: `artifacts/model.patch` is incorrectly listed as a decisive artifact for the branch-and-commit condition even though the checklist itself says the patch cannot independently prove branch provenance or a clean, fully committed final state. Assessing whether it is consistent with commits referenced in agent evidence also requires another artifact.",1,base_semantic_review,True,True,False,908ccb8a67b00da2a3a5c87cf16041ea00a934ead631ebdb82e8cf741a9b69a9,6c5983464e399a6b2b691fa557a3c6695c29b3d39426c2244370e6e9a946af94
deep_swe_v1_1,koota-query-predicates,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,通过,通过,通过,通过,decisive_post_run_evidence,决定性非标签运行证据,1,"decisive_post_run_evidence: The mini-agent transcript is asked only to corroborate other evidence, and `artifacts/model.patch` can show the committed `base..HEAD` diff but cannot independently prove branch creation, branch ancestry, a final commit, or absence of later uncommitted changes.",1,base_semantic_review,True,True,False,b16ea769a5e94ad45ac2ee376c5faf45f48225689117b5efd09801aa18351420,81ac3478246a2e52ee71a905c13726f8343ec4465b1e3fb2cde45b601215d136
terminal_bench_2_1,kv-store-grpc,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,通过,通过,通过,通过,native_evaluator_semantics; decision_rules_sfu,native evaluator/oracle 语义; native S/F/U 规则,2,"native_evaluator_semantics: Native success is stated as completion with all seven tests passing, whereas official/tests/test.sh awards native success solely when the pytest invocation’s exit status is zero.; decision_rules_sfu: The current S/U rules can withhold S when non-label evidence establishes the released zero-exit criterion but does not establish that every test node passed.",1,base_semantic_review,True,True,False,a75aba92c0e522e63688022d3b4aba174021c727ec42b80ca78266f5ff15742a,879a9bd172342edc0a94dc9f1901546a0e8e0844b63aa3d1387b718eee566c31
deep_swe_v1_1,kysely-window-grouping-helpers,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,需修订,通过,通过,通过,decisive_post_run_evidence; source_support_pointers,决定性非标签运行证据; source support pointers,2,"decisive_post_run_evidence: `artifacts/model.patch` is listed as decisive for a condition requiring a new branch and a fully committed final state, although the patch exposes neither branch identity nor the absence of uncommitted changes.; source_support_pointers: `official/instruction.md::1-16` does not reach the final paragraph containing the new-branch and commit-everything requirement.",1,base_semantic_review,True,True,False,ba86087b601aa9bfcb4a0376fbe1aba2bada1def3518fd55bac1bb28184badc9,8b42f76e0c98df8a361c980c765345d483279d381bddd684a391c89348491a27
deep_swe_v1_1,langchain-request-coalescing,需修订,revise,通过,通过,通过,通过,通过,需修订,需修订,通过,需修订,通过,通过,decisive_post_run_evidence; decision_rules_sfu; stronger_conditions,决定性非标签运行证据; native S/F/U 规则; stronger 条件的官方支持与测量 gap,3,"decisive_post_run_evidence: artifacts/model.patch is labeled decisive for branch_commit_workflow even though its own question concedes that it cannot prove branch selection or a fully committed final state.; decision_rules_sfu: The U rule treats an unreadable retained evaluator report as unknown, but the released parser returns no cases for an unreadable report and configured IDs absent from the parsed results are native failures.; stronger_conditions: model.patch cannot assess the complete source-supported branch-and-commit requirement because pre_artifacts.sh records only the base-to-HEAD committed diff and does not expose the branch name or uncommitted worktree changes.",1,base_semantic_review,True,True,False,657117afc502592a26dc109dd26a14c495b6177f85ae029d265167dc162f8d7f,fd4e72f0c21dff2e9adbae8416c188ae639443a17e74005e92d84102ef91c9c8
terminal_bench_2_1,large-scale-text-editing,需修订,revise,通过,通过,需修订,需修订,通过,通过,需修订,需修订,通过,通过,通过,native_user_goal; native_evaluator_semantics; decision_rules_sfu; source_support_pointers,官方 user goal/task; native evaluator/oracle 语义; native S/F/U 规则; source support pointers,4,"native_user_goal: The native user goal omits required execution of all three macros, the restrictions on macro contents, and successful execution under the specified headless Vim command.; native_evaluator_semantics: The failure rules cover selected test assertions but not every nonzero outcome of the official verifier command or every assertion path in the five tests.; decision_rules_sfu: The current U rule can require identification of a specific failed test even when retained evidence already establishes the official verifier’s nonzero outcome.; source_support_pointers: The stronger condition cites the wrong functions for its claim that comment lines are ignored by native validation.",1,base_semantic_review,True,True,False,19a629245eb5ebd50f6d04a8a575617181bbbd5b2dc1653c45e9c0e0032f0836,daeee5abb3aa33ec9de052c5a7541335afcce84202c0157c1ced4e8bfc274a34
terminal_bench_2_1,largest-eigenval,需修订,revise,通过,通过,通过,通过,通过,通过,需修订,通过,需修订,通过,通过,decision_rules_sfu; stronger_conditions,native S/F/U 规则; stronger 条件的官方支持与测量 gap,2,"decision_rules_sfu: success_if mandates verifier/ctrf.json although the checklist recognizes that complete pytest output can independently expose the required outcomes.; stronger_conditions: No stronger condition measures correctness and dominance beyond the verifier's single fixed-seed normal matrix per tested size, despite the broader official input-domain requirement.",0,schema_repair_retry,True,True,False,e7058179f4962346ff29dd744afb1e0a5bedac2e9b6e09b1878bfc5897bcb836,3597e914d78f70b22d0d6d07fda8dc86d2c8ca72b2d955b1f0a36dc5dfbd139e
terminal_bench_2_1,llm-inference-batching-scheduler,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,需修订,通过,通过,通过,native_evaluator_semantics; decision_rules_sfu; source_support_pointers,native evaluator/oracle 语义; native S/F/U 规则; source support pointers,3,"native_evaluator_semantics: The native failure rules do not reproduce test.sh’s treatment of every nonzero pytest outcome; they cover named test failures but not collection errors, test errors, interruptions, or comparable execution failures.; decision_rules_sfu: The current rules can leave a decisive pytest error unclassified because it is not a named test failure and the U condition requires the decisive verifier report to be absent.; source_support_pointers: The line pointer `official/instruction.md::1-48` ends before material portions of the claimed user goal, including the target thresholds and deliverables.",0,base_semantic_review,True,True,False,f5a80fc3902b7de81f3f3be59fc55020e97ca7be9fa55f79f6ad79ee01e35f2f,7fc10036552e65521ea5202c1689e88166b8243243bdc0a67fa0ad10086f1b40
terminal_bench_2_1,log-summary-date-ranges,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,3e7fc1f7e132895ca0c8d00f78b806ef9c875c895bbb87abf3bf125e02a4168e,0f7d7afde0b344383274d097e8f5a188a0aa59267b41438d8b2c62fc50200f19
terminal_bench_2_1,mailman,需修订,revise,通过,通过,需修订,通过,通过,通过,通过,通过,需修订,通过,通过,native_user_goal; stronger_conditions,官方 user goal/task; stronger 条件的官方支持与测量 gap,2,"native_user_goal: The native user-goal statement weakens the explicit announcement requirement by saying only “announcement posting,” rather than delivery to all subscribers, and does not state the expressly requested SubscriptionPolicy.open setting.; stronger_conditions: The empty stronger layer omits source-supported requirements beyond the released test coverage: fan-out to multiple subscribers and explicit configuration of SubscriptionPolicy.open.",0,schema_repair_retry,True,True,False,0c63bba84e944804cf6544f35e916b0c2bf648b2ef517cb49e2a76620025aa7f,7fea0b45e4d980c5d8bc9fa6027e4744ca0582ecb9d6809c4c5b830976ac5cc1
terminal_bench_2_1,make-doom-for-mips,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,通过,需修订,通过,通过,native_evaluator_semantics; decision_rules_sfu; stronger_conditions,native evaluator/oracle 语义; native S/F/U 规则; stronger 条件的官方支持与测量 gap,3,"native_evaluator_semantics: Native failure is narrowed to selected assertion and timeout cases, omitting other test errors and other nonzero outcomes of the official pytest invocation.; decision_rules_sfu: The current U rule can apply when one test is known to have failed but the remaining statuses are unknown.; stronger_conditions: The empty stronger layer drops the official MIPS-architecture and required-build-input requirements that the runtime tests do not inspect.",0,schema_repair_retry,True,True,False,04ef9c6acda70fdd1ab6f3d226e2b442a9e1858957d2b4c248361b762062a28f,86d258bb0437fe8918d9fb568662b823dbd63e72accc8ba1fd01b28ebe43a760
terminal_bench_2_1,make-mips-interpreter,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,通过,需修订,通过,通过,decisive_post_run_evidence; stronger_conditions,决定性非标签运行证据; stronger 条件的官方支持与测量 gap,2,"decisive_post_run_evidence: agent/trajectory.json is named as decisive for whether the final implementation saved frames during rendering, but a raw trajectory does not independently prove that runtime behavior occurred.; stronger_conditions: Although the frame-sequence requirement and measurement gap are valid, not every named retained artifact can assess the condition: the trajectory cannot establish actual sequential frame outputs.",1,base_semantic_review,True,True,False,09077a6cb0b3883970ce3960b2d854d7297b1ddf2f993246d14135ba2d0acd72,0038f80f5ece1fb6c7bdd198600d8163bd19de6f81948a3203fb17c0289f118f
deep_swe_v1_1,mashumaro-flattened-dataclass-fields,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,359abfd78c85f7c8164632806045a3ee2c8a4aa19ceec85ce2082913c10e393c,61dabe2506132c0438d85edd5a5b136d3fe5dae366925dd990f2bb259b31a7a4
terminal_bench_2_1,mcmc-sampling-stan,需修订,revise,通过,通过,通过,需修订,通过,需修订,需修订,需修订,通过,通过,通过,native_evaluator_semantics; decisive_post_run_evidence; decision_rules_sfu; source_support_pointers,native evaluator/oracle 语义; 决定性非标签运行证据; native S/F/U 规则; source support pointers,4,"native_evaluator_semantics: Native fail_if covers named test assertions but omits other nonzero outcomes of the exact uvx/pytest command used by test.sh, and benchmark_success inaccurately attributes return code 0 directly to stan_model.; decisive_post_run_evidence: The cited tests capture child stderr; they do not establish that captured R/Stan errors or pytest assertion messages appear in verifier/test-stderr.txt.; decision_rules_sfu: A complete log showing uvx/pytest exited nonzero before a specific assertion is produced is a released-verifier failure, but the current rules do not assign it F and can assign it U.; source_support_pointers: The evaluator sources do not support the stated verifier-stderr behavior or the literal claim that stan_model returns 0.",3,base_semantic_review,True,True,False,7cd06ab9d7f4977d844d177f4aa6e62b72a71daf0d77b6c75261a39a4df9b4cd,b2e62f51169314d5c7d8d56a191d414f21bd4ee262c5a409527d004f3a411145
terminal_bench_2_1,merge-diff-arc-agi-task,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,d8923364e5bc4b71ab9b65e44fbb36df33109861cd117a9ee4f1e3fbfa4aefc1,31d5ade274356a1fd656647eaadb732405f3472653eedab8ff4ecad67ed892cf
deep_swe_v1_1,meriyah-explicit-resource-declarations,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,4801d7d6b486eb37bdfae1cb387da290ed86bd7cbb2ab4daf46c99b8fb030434,836917c1150503c57b54af8b9d95919e69d16796bed86f596c3ff46fdef7e654
deep_swe_v1_1,mnamer-daemon-watch-lifecycle,需修订,revise,通过,通过,通过,需修订,通过,需修订,需修订,通过,通过,通过,通过,native_evaluator_semantics; decisive_post_run_evidence; decision_rules_sfu,native evaluator/oracle 语义; 决定性非标签运行证据; native S/F/U 规则,3,"native_evaluator_semantics: native.checked_by incorrectly presents suite execution as unconditional and omits the released prepare-time model.patch application-failure path.; decisive_post_run_evidence: success_if requires both synthesized CTRF and raw JUnit evidence even though each named decisive route can independently reconstruct native success; the apply-failure route lacks a permitted non-label decisive artifact.; decision_rules_sfu: The current S rule demands redundant evidence, while the F rule does not recognize explicit non-label evidence of the released apply-failure path; either defect can move an established outcome to U.",1,base_semantic_review,True,True,False,98ffdfc04a6e56fa54af511e32bf31cee782fce2156213b68d1531af615227b7,4089ebc5e27b952845e90557ed1116f5e62b13f29f411344d63320e85eb87da3
deep_swe_v1_1,mobly-grouped-test-barriers,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,通过,需修订,通过,通过,decisive_post_run_evidence; stronger_conditions,决定性非标签运行证据; stronger 条件的官方支持与测量 gap,2,"decisive_post_run_evidence: artifacts/model.patch is labeled decisive for the branch-and-commit condition even though its own question concedes that it cannot prove branch identity or a clean, fully committed final state.; stronger_conditions: The stronger evidence questions establish creation of a branch and a final commit but do not establish that everything was committed at the end.",1,base_semantic_review,True,True,False,7b57b97bde11fee95950acf2308567bcaedd5c6be739e573aedf5c88bbd6ab23,f87ee141244ac7ab7c9660f5c30d464c46664c8325c369879421271cd51ce249
terminal_bench_2_1,model-extraction-relu-logits,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,c8d978ff2c60200a54c76a11cb960f6e4be40b7ea651cab99cfea9651a517c6e,fc5b3974249124b5ab04e777d461226fa14498abcfae5a9d5fdbf8134388f261
terminal_bench_2_1,modernize-scientific-stack,需修订,revise,通过,通过,需修订,需修订,通过,通过,需修订,通过,需修订,通过,通过,native_user_goal; native_evaluator_semantics; decision_rules_sfu; stronger_conditions,官方 user goal/task; native evaluator/oracle 语义; native S/F/U 规则; stronger 条件的官方支持与测量 gap,4,native_user_goal: native.user_goal narrows the official instruction by omitting several mandatory requirements.; native_evaluator_semantics: The rules model assertion outcomes but not the verifier’s full pytest-command status criterion.; decision_rules_sfu: undecided_if can move an evidenced nonzero official verifier invocation to U merely because individual test outcomes were not established.; stronger_conditions: The stronger layer does not cover all concrete official requirements omitted by the released tests.,1,base_semantic_review,True,True,False,f2e9cc4db62e8412691147981fb5123877efb89c9f70b99b866ddefd21f936af,76aebd1bf3bb37bf0b1a5e10ce6b7531daf64e0fbd8b9500b9c9f42fe8a69f27
terminal_bench_2_1,mteb-leaderboard,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,通过,通过,通过,通过,native_evaluator_semantics; decision_rules_sfu,native evaluator/oracle 语义; native S/F/U 规则,2,"native_evaluator_semantics: The retained-file failure rule omits the zero-line case even though `assert len(lines) == 1` fails for zero lines as well as multiple lines.; decision_rules_sfu: A retained empty `/app/result.txt` is decisive non-label evidence of native failure, but the current S/F/U rules do not classify it as F.",0,base_semantic_review,True,True,False,57c63cac616e512ba82bfd93ad88c9069269037f8538cbf232c5a892b12a7f29,14be5990c62eb559e310d2d8eba6eef24f55fb99af678d3b4ced84aa12729083
terminal_bench_2_1,mteb-retrieve,需修订,revise,通过,通过,通过,通过,通过,通过,通过,需修订,通过,通过,通过,source_support_pointers,source support pointers,1,"source_support_pointers: Artifact-inventory support uses incorrect case_packet.md line ranges: the cited ranges for verifier stdout, agent trajectory, and agent stdout do not resolve to those artifact entries.",1,base_semantic_review,True,True,False,765e7848f52e5681c7c76a57d21b4a43eda22f4fa697dc10dca571cbb933eb35,40b44bdb9442d2fd26163a7713123567685a7246e8ec42a4343c9c8cff3047b2
terminal_bench_2_1,multi-source-data-merger,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,通过,需修订,通过,通过,native_evaluator_semantics; decision_rules_sfu; stronger_conditions,native evaluator/oracle 语义; native S/F/U 规则; stronger 条件的官方支持与测量 gap,3,"native_evaluator_semantics: Native success silently strengthens the conditional email-conflict assertion from the first matching entry to “any” matching entry, and native failure is narrower than the verifier’s nonzero-pytest criterion.; decision_rules_sfu: The current U condition can apply after retained evidence already establishes that one official test failed.; stronger_conditions: The stronger condition treats required-column presence as an evaluator gap even though the tests directly require those columns, and it does not cleanly enumerate the principal instruction-supported gaps.",1,base_semantic_review,True,True,False,d36172a92719d12e2d5d7a0b94fa7e00fe30499152f7163e53dc94636cc0b267,eeb178cee191dafc6cc1f625cb6b689086333a0a25eb19ad0aa362a16df3f2b7
deep_swe_v1_1,narwhals-rolling-window-suite,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,需修订,需修订,通过,通过,decisive_post_run_evidence; source_support_pointers; stronger_conditions,决定性非标签运行证据; source support pointers; stronger 条件的官方支持与测量 gap,3,"decisive_post_run_evidence: artifacts/model.patch is presented as a decisive stronger artifact, but its question requires comparison with a trace or transcript and the patch alone cannot prove the required branch or clean committed state.; source_support_pointers: official/instruction.md::1-27 omits both Shared Behavior and the final IMPORTANT instruction, despite being used to support those claims.; stronger_conditions: The valid branch-and-commit stronger condition lacks a resolving source pointer to the actual instruction and includes a patch artifact that cannot assess the complete workflow requirement.",1,base_semantic_review,True,True,False,d60895134b0ec466fb820097335bcaac4b46b00a4ff4acde920575c45fa50092,f231e50ae2b34e3f243d221ce1ffc951d6dced5bb5c01f0770d127aef936d28a
terminal_bench_2_1,nginx-request-logging,需修订,revise,通过,通过,通过,通过,通过,通过,通过,通过,需修订,通过,通过,stronger_conditions,stronger 条件的官方支持与测量 gap,1,"stronger_conditions: The stronger layer omits explicit instruction requirements that the released verifier does not operationalize: rate limiting per client IP, successful syntax testing before start/restart, the start/restart and agent-performed localhost verification, and displaying the access-log path.",1,base_semantic_review,True,True,False,c5f733282f766a6c43e76e9cf8ffe8c5de19965dcfd6679ebe1da3f6eb21088a,c868ffe22deb96377dc6f31fcf787ee91f1f30e3e1a7a072f4fb099289a28ef6
deep_swe_v1_1,numba-stencil-boundary-modes,需修订,revise,通过,通过,需修订,通过,通过,需修订,需修订,需修订,需修订,通过,通过,native_user_goal; decisive_post_run_evidence; decision_rules_sfu; source_support_pointers; stronger_conditions,官方 user goal/task; 决定性非标签运行证据; native S/F/U 规则; source support pointers; stronger 条件的官方支持与测量 gap,5,"native_user_goal: The native user goal attributes a specific `NumbaValueError` outcome to wrong tuple length that the official instruction does not explicitly state.; decisive_post_run_evidence: `artifacts/model.patch` cannot independently establish new-branch creation or a fully committed final worktree.; decision_rules_sfu: Readable JUnit reports are declared reconstructive evidence but are not included in the S or F predicates.; source_support_pointers: The instruction pointer does not support the exact claim that wrong tuple length raises `NumbaValueError`.; stronger_conditions: The stronger artifact questions do not require evidence that no work remained uncommitted, while one named artifact cannot assess the workflow condition.",1,base_semantic_review,True,True,False,626abf7d797908ec556557dab8dd3cf45e7ba94968f8910e9d0900979abaca65,022ea679b231b96aba544e5023f3ae5a8ab9ac5e5cc06c9a871e5aeaf643218d
deep_swe_v1_1,obsidian-linter-auto-table-of-contents,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,通过,通过,通过,通过,decisive_post_run_evidence,决定性非标签运行证据,1,"decisive_post_run_evidence: `artifacts/model.patch` is placed under `decisive_artifacts` for the branch-and-commit workflow, but the checklist expressly concedes that the patch cannot prove the branch name or committed-clean final state. It therefore cannot independently decide the stated stronger condition.",1,base_semantic_review,True,True,False,a05a3b270e51837d2978fee18e59f5a638192620da61ea9841d7f0c6cca95298,6b601d12c5d80a18474b763a8b22d1d49621c3d861761a37efdd473e8d1179a7
deep_swe_v1_1,obsidian-linter-link-format-conversion,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,通过,需修订,通过,通过,decisive_post_run_evidence; stronger_conditions,决定性非标签运行证据; stronger 条件的官方支持与测量 gap,2,"decisive_post_run_evidence: artifacts/model.patch is named as a decisive artifact for the combined requirement to work on a new branch from main and commit everything, but its contents only expose the committed base-to-HEAD diff.; stronger_conditions: The stronger requirement itself is valid, but one named artifact cannot assess its complete stated fact, contrary to the stronger-condition evidence requirement.",1,base_semantic_review,True,True,False,417e17d183bb217ff0261d2c5be92c09153fb8e12f8377ed391f368bfa7eb6ba,ea8bbeacad9df08f2c35d5c5d78f8d35ef4470cb1563378e71566bbd8f22aab3
deep_swe_v1_1,obsidian-linter-scoped-ignore-markers,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,通过,通过,通过,通过,decisive_post_run_evidence,决定性非标签运行证据,1,"decisive_post_run_evidence: `artifacts/model.patch` is called decisive for the branch-and-commit workflow, but it only records the diff between the base commit and final HEAD. It cannot independently prove that a new branch was created from main, that a final commit command occurred, that all work was committed, or that the worktree was clean. Its question also depends on a claim from a separate trace artifact.",1,base_semantic_review,True,True,False,3da6dfb88b87e726a514b7a61b94a6df6aab92beefde6eb0ab2884c403e63595,f13a3f5cf605b0a4285ac821e5863856b572f6d7b96552e4d01d8701003303a2
deep_swe_v1_1,ofetch-per-origin-circuit-breaker,需修订,revise,通过,通过,需修订,需修订,通过,需修订,需修订,通过,通过,通过,通过,native_user_goal; native_evaluator_semantics; decisive_post_run_evidence; decision_rules_sfu,官方 user goal/task; native evaluator/oracle 语义; 决定性非标签运行证据; native S/F/U 规则,4,"native_user_goal: The user-goal wording overstates the required sharing relationship by appearing to require shared state across `$fetch`, standalone `createFetch`, and derived clients.; native_evaluator_semantics: The native evaluator description omits configured details required for an exact DeepSWE aggregation rule.; decisive_post_run_evidence: `artifacts/model.patch` cannot establish the stronger branch-and-clean-commit condition, while native non-label logs capable of establishing failure are omitted from the decisive evidence list.; decision_rules_sfu: The current U rule ignores retained logs and can move an evidenced missing-node failure to U.",1,base_semantic_review,True,True,False,b042ee2067a58e3cdfbdeec9b9c7e241b4db52d2f6e1a782c6ddc2e1fdfad259,0250ae94d70e993fa45cdbfcf6b408376dd44fa9eb49996a46c4b3a840f3a879
deep_swe_v1_1,onedump-dump-encryption-pipeline,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,通过,通过,通过,通过,decisive_post_run_evidence,决定性非标签运行证据,1,decisive_post_run_evidence: `artifacts/model.patch` is listed as a decisive artifact even though its question requires comparison with an agent claim and it cannot independently establish the new-branch or commit-everything workflow.,1,base_semantic_review,True,True,False,b59ef716acdf9dc6a95397296fa2aae437b1f610852c5650b2be66954fd1cba2,c88c6d5c1f4bb41c63d66b39f6ddf6542df46261ae9f75e29e7f58f98372ddf8
deep_swe_v1_1,opa-rego-rule-profiling,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,通过,需修订,通过,通过,decisive_post_run_evidence; stronger_conditions,决定性非标签运行证据; stronger 条件的官方支持与测量 gap,2,"decisive_post_run_evidence: artifacts/model.patch is named as decisive for branch-and-commit compliance, but the question expressly depends on reading it alongside a trace or transcript. The patch contains only the base-to-HEAD committed diff and cannot independently establish new-branch provenance or absence of uncommitted final changes.; stronger_conditions: Although the stronger requirement is source-supported and correctly separated from native scoring, its named model.patch artifact cannot assess the full requirement in principle.",1,base_semantic_review,True,True,False,175710ab43ec5e793975004103cd0ca4219b9743051644e5270ec31170e64baf,2f0dea3e85832e8f3d9a240cebd3bf25097ed391914c14a04e3520a1cbf55725
deep_swe_v1_1,opa-template-string-reconstruction,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,5a42c27d6a567e1dfed24e0216240320201114b6094f40ff75626bcf16b9f250,1163cfde69f3d3e997980691250222d64eb552db3d2a20ed8520a997f5756b32
terminal_bench_2_1,openssl-selfsigned-cert,需修订,revise,通过,通过,需修订,通过,通过,通过,通过,通过,需修订,通过,通过,native_user_goal; stronger_conditions,官方 user goal/task; stronger 条件的官方支持与测量 gap,2,"native_user_goal: The native user-goal summary omits that `server.pem` must contain both the private key and certificate and does not preserve the required literal success output.; stronger_conditions: The stronger OpenSSL condition accepts inspection alone, although the cited official requirement is to create the certificate materials using OpenSSL.",2,base_semantic_review,True,True,False,cc927a9c11ca479d8414eb21cd738fd28da53a69908f85dfc7b5b260503c892e,15aea0babce351594ca47a8eab0f16a493ae5075dd428b97b4590ec6c8ffa3e1
deep_swe_v1_1,optique-conditional-option-dependencies,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,1768ad2153929d087814cd7530cabed66d67dc09a10033cd2a16906ec90c6a85,2c668b6d002f613048a6286007dba44628b14458589aa028497c22f4ea778135
